8024,9347,33
185,4698,36
4445,5280,112
9079,6544,108
2370,7362,37
4814,1627,61
3270,8115,61
6730,7008,122
4024,1924,37
2488,2430,126
8041,8131,111
4327,9325,103
3514,8377,118
131,5778,142
196,5264,29
9426,5847,99
2444,2626,62
4247,5495,110
2436,2301,13
414,7230,36
1734,7743,27
8741,2969,67
4288,8723,61
1356,2052,90
8675,195,106
9202,5520,39
9634,906,72
1032,9104,48
8022,4628,142
8613,7593,72
2188,8347,84
243,5583,96
4029,8917,13
4862,2582,78
9010,3614,20
7914,8709,28
1130,1146,30
2128,7330,72
2273,4335,41
9847,3411,124
2946,2705,127
9360,4077,136
8386,6818,89
2300,4254,92
4005,3953,81
364,4963,120
9468,533,52
9568,9743,129
1043,5002,115
9997,9619,69
4574,4302,45
5818,5500,67
8128,3075,85
5562,3485,58
6269,7739,91
5558,9397,143
7404,4605,91
5404,4436,138
3166,1995,80
8993,5330,11
29,4760,55
1932,1460,88
235,7676,137
8352,18,100
1122,6323,116
601,8226,139
6282,4871,82
7192,7169,78
9318,6187,118
4848,9045,141
3850,6064,21
8297,2743,121
2699,61,51
8489,1403,116
9209,8405,96
1098,8987,76
3707,7808,58
3172,8892,67
7473,1043,96
5369,9334,126
6865,7237,107
7655,8827,139
1875,3685,147
6187,8459,22
8649,3720,12
3567,14,69
6915,9932,142
2225,7467,83
1479,8144,147
6357,6803,110
8391,8744,90
4728,4840,90
9181,5379,81
2728,5568,55
8312,818,84
365,8447,65
1620,4219,144
178,3048,55
4754,8258,147
5827,2408,111
1563,3616,25
4924,5740,68
7043,1495,148
1224,8577,53
7727,9171,122
5771,6000,17
985,5425,118
7305,3279,26
9019,9306,60
1117,9432,90
4154,2580,68
6350,2479,116
1772,3087,113
3133,4398,88
9782,4429,61
2741,6325,95
7739,618,147
9668,3767,96
227,3877,60
3605,8634,37
5429,6731,133
3394,5535,29
7109,7847,125
8317,8070,30
3940,4260,32
7432,1356,66
7877,4236,127
2764,2895,78
8367,9246,56
7557,2022,24
8622,9396,62
984,4357,106
9114,178,58
32,6247,32
7482,2146,28
1231,7921,56
5788,279,58
3726,1612,16
9057,6623,15
2893,7680,111
9983,7210,46
9917,290,149
9553,8222,38
883,2345,20
3346,9854,30
8579,4032,24
1644,8807,142
4932,6226,107
3805,8808,145
6907,9151,123
9592,2484,91
5524,3968,137
2072,7693,66
8825,4825,139
7278,6927,149
4153,9406,122
5062,3925,145
6174,728,82
5922,2756,105
5986,2221,145
139,1409,99
8356,8674,40
3387,6974,144
7846,8566,109
7442,5426,32
8751,2510,60
4793,307,29
8675,6316,66
9785,5945,45
5350,5810,78
6269,7964,140
5307,3754,86
4326,4862,121
7768,5628,41
4108,6292,98
4239,9391,75
7447,1908,57
848,7701,62
4177,3631,88
9632,562,101
5732,1900,117
3754,1185,118
7753,191,140
7537,9617,42
2919,2474,28
5863,2842,31
3836,4699,89
2537,8174,120
3450,6450,76
7551,6340,41
7572,5554,30
8402,252,124
9864,2032,142
4665,6532,12
3789,4999,110
8448,7535,33
5692,8600,126
7282,9273,55
7271,856,98
8816,2364,63
4322,1912,126
5425,5309,29
8566,8680,143
3998,4711,142
9282,8589,102
8497,1032,15
5367,9246,143
9373,1342,10
7815,1877,37
2683,6187,90
4634,49,146
2601,3164,73
2857,1033,90
8759,2676,130
5639,4558,145
7990,8431,78
8346,9427,44
5446,6471,104
5891,1908,48
8335,2829,126
4349,5888,98
4538,710,48
8884,1809,50
9411,6449,114
7674,9955,41
6100,4103,92
7341,5229,125
7789,6521,34
8981,6836,62
1501,1465,57
8132,9839,112
761,9362,66
8421,619,78
2726,6164,88
4925,4413,60
249,1583,139
4835,4387,38
8295,7808,55
256,7987,120
4626,2183,120
2610,3782,62
1721,9416,111
1567,2657,74
6153,2705,130
3125,3029,97
9348,1768,123
930,7092,48
7352,9502,117
2290,2268,127
7168,518,71
4212,2167,23
1338,5356,115
6126,2917,105
6755,9274,98
1358,7890,90
9729,6691,34
9863,2155,147
4051,8433,104
3265,1953,59
4903,7841,97
3086,6958,63
733,2799,107
5852,1780,19
8921,9140,69
9567,779,143
1219,7263,45
3997,1800,36
9793,7355,134
9621,6025,52
1651,8478,119
5920,5253,107
6159,1393,31
2122,7340,132
188,4760,77
9771,2190,65
9572,452,89
4738,3008,142
2552,2547,63
3074,1145,65
2241,6172,84
3590,302,14
7931,3865,43
1491,1363,81
3695,2922,31
6617,1349,118
7757,218,130
9170,2344,50
7746,7497,147
9221,5316,26
2477,2471,74
3225,3029,78
3307,6688,117
2370,1542,77
7548,8620,14
2896,8726,105
4223,655,104
6582,5947,78
9180,5523,37
5019,8889,92
2711,5400,103
1627,6089,86
318,8825,72
4501,5164,41
355,2708,127
9910,7234,73
809,9116,75
7020,1807,102
7539,2401,51
2781,8422,95
27,1596,74
7004,8272,33
4449,3421,48
1060,5631,38
9932,8339,11
6994,4511,26
997,7197,15
3916,5091,64
4789,1171,18
5147,8382,21
4445,1425,88
4807,3248,74
5902,7954,90
1420,2020,119
8351,1478,116
6709,4990,61
9613,2199,99
8259,4929,126
1484,409,64
9787,8315,98
943,9521,138
5846,5491,110
2760,1149,93
7816,9273,141
6708,3718,76
590,6524,28
4534,720,103
3656,8135,69
693,6025,59
6228,9202,55
9591,9429,45
6521,8922,89
6382,8422,135
251,2876,120
2790,8561,36
9988,5887,126
3984,7171,135
4582,3028,58
5460,6944,13
7582,5916,137
3898,167,127
6138,111,119
5347,3787,70
4200,4068,120
8019,7952,84
8910,6800,39
4414,7165,64
8201,7619,123
4269,4526,53
211,9840,10
4239,5357,16
7990,8226,32
3888,6971,149
853,8011,83
7820,7731,121
2592,5589,41
6853,8536,18
7958,8197,131
7995,8790,137
982,4533,143
794,585,141
4177,7106,144
1595,1717,47
8152,3593,42
4485,5904,146
8967,5087,50
5714,7712,27
5699,6255,84
5597,6197,97
2484,9047,95
1839,592,38
1549,8563,14
7153,8403,21
6620,8559,23
3799,5982,54
6653,4389,28
3886,9908,106
1262,6311,40
4318,7199,147
9120,5647,105
826,6414,105
1735,5653,52
9151,3546,119
9916,368,12
85,5631,136
931,9339,21
8233,126,69
1429,7657,128
2097,7050,88
8995,6587,128
1967,113,115
5915,3365,54
2498,7504,18
2109,8897,15
9818,8163,116
7046,3689,20
9030,5175,64
3904,8709,50
6734,9033,126
2986,5655,142
9347,6475,21
9799,7142,84
1369,1799,89
2647,7530,56
7297,7588,35
31,8506,63
1893,9441,112
5896,5109,54
1921,3593,61
5866,4753,76
9064,5419,24
4466,945,149
1896,6536,88
9379,8925,31
4664,9495,100
8138,2608,138
3183,9774,50
3085,4825,127
118,9933,119
1393,9361,98
5463,5236,74
3944,3522,123
3580,3034,94
7879,280,131
1206,1959,12
3403,9869,21
0,7021,17
8369,6,85
1851,7430,122
4477,1001,104
1711,3836,128
5727,6514,96
300,8338,147
910,7008,147
6068,326,51
9758,3183,108
9343,5528,142
5556,5630,145
9919,1567,130
1396,4868,69
8138,9827,46
6633,3443,114
8733,8367,100
2094,8774,67
3859,7417,69
1888,8909,14
1456,1822,92
4040,9302,90
9277,7454,15
8057,3376,46
6999,2939,82
8598,1177,55
8690,3059,100
4917,1429,137
5379,582,64
9214,4470,132
2943,6840,61
353,3096,45
5916,2344,44
7446,6029,125
9228,59,64
6421,7791,15
8514,2074,47
663,8718,43
9397,7855,29
7551,2631,31
3281,4238,96
5395,9959,87
1371,5641,116
9333,4807,52
2750,4640,33
7127,3773,136
3492,5051,133
569,5926,59
9764,6211,49
8744,9612,33
1842,5937,62
4447,5316,23
5076,3845,35
9385,8946,116
7134,2712,55
1148,8113,132
9802,2456,114
7047,8154,146
2291,9130,125
7836,351,34
5769,8563,87
8648,5216,88
9139,2986,54
4390,4324,14
231,7810,95
8404,4578,13
7869,2693,118
2711,8493,86
9510,2143,90
1021,3077,139
9488,4703,134
3341,7412,61
3357,982,96
3561,3475,124
2033,8650,15
2221,8795,71
2170,6226,116
6140,4586,40
9068,7337,135
3744,5764,88
2650,4163,112
4071,5702,76
7628,2494,145
1371,9785,18
4181,795,54
2149,7968,25
715,4403,54
639,8488,43
6923,9139,66
660,1110,89
8720,7122,92
8861,1088,75
9143,7139,67
1483,7680,101
8129,7344,51
303,6230,86
6739,3704,63
7445,7926,17
6033,4391,75
1161,5034,44
1919,6977,54
6959,2762,132
3695,6138,106
4671,4191,17
4667,7662,66
7946,1248,32
4767,5302,84
9326,6556,93
8312,2982,58
8457,4284,105
6834,9815,73
8207,2985,30
5568,6411,29
2198,3203,45
8116,3799,79
7663,3803,10
6929,9589,14
4209,8688,100
2584,3023,141
2753,6594,34
9835,6627,131
9742,9345,133
5298,7921,13
9455,2336,75
9427,3699,90
2686,1031,86
1851,2143,40
8880,7296,118
4650,4911,143
2422,5767,108
4113,1999,70
8981,1117,52
4265,1544,41
6641,4522,79
8269,8359,135
3473,6191,137
6020,949,97
5762,3354,101
4462,5884,75
3748,4522,118
4644,6702,102
6444,7856,63
9167,7199,123
2689,3039,45
6549,7232,49
1431,7909,16
4404,2705,47
5329,7625,132
7710,1320,43
8757,9520,69
3933,4050,32
3751,9071,31
5778,2177,65
5327,6719,10
7558,5950,106
3428,26,45
88,220,117
6299,7137,22
1473,1925,140
5033,6313,24
9495,2947,71
5051,6399,20
4936,8421,117
95,3167,91
8590,2048,32
137,9566,129
6909,1600,82
4462,685,69
7496,5807,108
4590,290,135
9707,1121,41
5204,2228,32
4468,9897,80
2061,8756,138
7955,1190,113
440,1247,79
7822,9399,13
6149,7999,83
2606,9059,72
6720,5406,65
1173,9728,19
1423,1824,130
3038,2813,145
3241,720,76
2435,8154,31
1725,803,93
172,9084,104
3247,9963,144
6784,9942,10
1838,7994,69
6774,9413,38
1664,1532,47
4866,7282,102
9583,994,121
9247,7648,11
6716,7381,76
3643,2113,24
3261,2947,34
9199,2426,96
6028,2188,59
6776,3799,124
8018,2280,101
1567,7832,97
6512,4673,33
3596,7100,133
1551,9168,131
2512,905,77
1660,6495,29
8449,7550,138
1157,9272,17
2141,9106,108
3234,2021,38
7514,5544,79
8034,1463,115
8719,6380,116
9279,8723,111
1748,6961,65
9629,7530,39
5328,5663,88
6766,2497,74
7314,7333,49
5815,5049,116
6576,9702,75
682,6090,53
2072,9789,22
6615,1215,32
913,6810,74
6129,8735,134
1731,4779,49
3607,1621,118
7898,5205,57
5839,9396,122
7215,1893,109
2326,1304,94
2419,1223,113
1748,4397,110
3187,8674,103
5371,7273,108
5820,2984,102
1180,1993,36
8862,2776,72
5435,4982,13
668,9894,72
8627,9498,133
1649,2880,18
7514,5876,67
4392,9518,145
949,9651,35
9209,8109,10
4571,6922,128
2123,4012,93
6097,4951,84
884,4921,24
309,5069,121
1333,7245,118
7829,7066,20
2405,1123,139
8436,5847,123
4138,8938,81
5642,420,44
5857,83,145
634,5333,100
9894,2171,86
9577,6919,54
8211,9102,31
4540,7457,40
8776,7336,57
5928,9561,114
9965,8196,50
7888,2663,25
3162,462,25
1374,3151,121
1167,9088,142
7482,234,145
5431,7884,23
406,3534,57
9073,8861,126
2021,3384,74
820,9148,147
6989,9838,78
2757,710,45
2448,2063,38
4594,2416,118
3418,3488,134
9307,7301,57
9948,6625,142
8401,2881,129
8722,1120,133
5451,6679,35
1167,5825,133
8798,9042,15
7643,2294,33
7351,8674,144
6480,1242,21
3195,9410,62
4970,2975,80
5924,6347,28
35,3470,79
9713,396,132
7736,9533,87
8060,9081,140
981,9082,117
7854,8352,145
1031,4701,117
9658,6628,16
5255,6264,88
3146,3415,25
5552,6120,142
8445,354,142
1786,6436,51
2138,3881,22
6861,2349,115
8943,6592,121
3249,5230,77
1680,7759,137
1559,8955,47
9464,8528,75
5215,5222,88
495,7875,43
6482,2921,46
3809,6872,107
7843,5747,140
8377,5844,61
2713,4188,48
8282,2355,41
1770,8792,58
7175,1415,144
3069,1091,69
9289,3715,105
7295,3731,106
8331,9288,95
9001,5382,132
864,5441,10
5523,1403,67
5886,4242,13
3801,4091,65
5928,5950,19
9151,3410,65
3892,389,74
7606,754,141
6862,8705,65
11,3091,69
4153,7720,144
2752,8642,56
440,7594,88
8853,2281,93
3196,4668,11
3642,2799,144
5577,4656,125
8145,737,67
203,1237,59
2714,7678,129
4962,8564,21
1929,4665,66
5708,8093,118
6344,1995,13
1151,3887,56
3498,6942,79
2912,6442,58
380,5180,39
2778,5057,74
5218,2411,112
8044,5963,134
8481,2105,57
7270,1059,133
8577,8484,128
8211,4974,114
5803,8676,39
7551,9150,110
7754,6897,56
4185,8847,120
4004,51,27
1122,8697,103
9631,8684,74
2106,870,116
1780,3312,58
8772,6251,122
1420,268,123
2135,5994,50
5830,5823,97
7824,7685,149
1543,4292,37
3915,2703,48
7520,810,40
1887,6709,51
4605,4366,94
7245,8145,145
6799,8954,107
7331,2904,122
4767,7989,83
4765,5061,107
7539,7906,86
3910,883,109
1110,1708,119
6451,2403,44
6924,616,65
8125,4995,93
3831,9812,114
3908,1264,78
5124,7763,115
1064,7719,125
9679,2387,134
4303,5631,129
6369,7845,82
5527,4901,28
4721,1917,50
3763,2328,143
140,6769,91
7526,2065,67
2506,8559,101
5845,55,130
996,6831,122
2857,7932,113
9198,9370,79
2118,9692,125
5347,5394,66
4489,3766,107
317,2841,91
8664,448,128
9606,1086,13
9846,9004,106
5239,8709,95
2749,6192,27
2123,158,46
8337,7625,56
6192,6047,148
8720,8153,71
8459,1182,86
6603,2620,50
5563,919,59
4395,7051,61
8037,2825,99
1537,8190,71
3360,1144,97
3095,3851,123
8323,3497,58
2822,3692,82
1997,1298,66
2060,7914,65
2516,2470,31
5682,8096,113
2518,103,78
5648,7125,120
6208,9386,77
6923,7118,106
9415,1376,145
1150,5289,67
6589,1849,67
2073,996,27
5187,4196,21
4437,9900,133
5815,7026,89
2772,5397,65
3296,4742,24
3743,1576,21
4205,3816,78
1336,5339,121
6148,393,142
1139,7549,14
3327,2976,123
8437,4642,11
6787,1623,130
3544,89,10
7480,526,66
3261,330,94
4755,7595,103
2400,1112,54
4748,9465,114
4495,6042,66
2626,8180,64
1041,5627,121
6126,6819,12
13,5701,23
4078,5299,38
6761,3070,100
5587,6182,72
1952,7655,23
1864,2441,51
7204,9535,88
6511,52,57
8024,9343,83
526,1899,102
8807,5772,93
3009,2253,11
6633,4388,137
5632,2630,27
2162,4710,138
4565,1330,66
7103,9836,117
3687,5645,125
5878,5260,34
6887,8207,90
7421,589,24
4137,2821,102
1826,9913,51
1208,5256,141
8134,7852,71
3048,942,105
9174,3320,137
8459,3029,124
5426,4052,140
5580,93,47
4503,9481,65
3276,679,74
892,8369,76
4429,6620,45
3569,6558,109
1838,7495,147
7349,6841,137
194,624,105
155,4532,130
9136,3918,37
1436,8545,144
1000,8419,52
3677,5226,89
6469,80,39
4831,5640,104
52,9284,85
3931,4297,41
1359,4710,88
259,5308,56
9584,2506,57
2904,2332,123
9482,2460,42
6515,2253,33
2856,4157,101
2692,1866,123
9249,3053,140
877,4596,26
1960,9816,105
7553,7653,112
3253,4714,85
5317,9859,11
1246,4495,90
3325,5675,134
3413,4657,79
2888,4048,34
7629,863,64
978,1351,111
5053,3548,51
5281,7669,147
6542,585,130
5170,4873,93
5105,8889,131
3386,16,33
5864,3929,107
7151,9934,83
5217,7769,141
1995,5241,77
6559,8563,53
4002,4354,104
6605,5828,136
4772,90,90
4601,1448,75
4576,2682,75
8019,3866,102
3768,4246,136
9286,592,134
7521,6359,138
9032,3839,84
4599,5767,142
5710,5075,122
5908,4895,83
5708,9793,37
7983,3073,113
6402,1806,93
8081,6974,120
4031,2604,131
4922,1661,31
8584,9177,63
2269,8742,84
2358,4695,135
4565,8568,140
7211,2422,37
21,7059,109
5476,5506,90
5958,9607,60
7528,7115,36
2736,2056,98
4329,1472,78
1962,7382,68
903,1536,140
1103,6146,83
2144,4394,68
4686,5967,123
9887,5405,105
2068,6668,22
1684,5287,31
4249,4566,55
8712,4972,79
835,7355,20
3966,50,22
9746,2888,96
728,7888,104
6750,5103,118
8165,8060,66
3297,2069,85
1687,946,31
7547,2973,14
1237,2219,26
6772,4658,133
9829,1334,132
2201,923,54
6874,4011,23
3062,9895,115
4414,8281,138
7652,2958,138
5434,5418,37
7113,489,106
4242,600,66
5727,7461,133
9514,172,87
7627,6883,29
3742,8840,26
2956,1708,31
3879,9238,74
2760,7173,106
1651,6076,13
8822,2010,27
7868,8625,30
1988,4376,11
8031,6271,74
7347,3756,131
5870,551,134
8832,89,78
3531,1575,96
1832,3059,13
3678,6943,28
7210,391,121
8725,5645,142
5392,853,146
7762,4359,26
5825,8265,13
1978,9872,43
4433,6711,31
6965,4258,95
8171,956,10
8160,809,149
6571,8181,117
5106,1644,127
615,8985,29
8878,9580,14
4488,9274,27
3151,9093,114
1360,2651,74
8559,9012,17
2702,6905,62
8946,2860,14
9625,8311,21
4086,2518,135
2439,7237,123
9259,937,124
6615,8417,41
5856,6653,13
8919,6846,143
6346,2900,25
6023,5055,45
5715,1417,47
7885,5102,67
223,2881,38
9695,1415,24
7863,1827,45
9431,2660,38
5951,9335,18
1742,8623,136
9320,5832,15
1865,1768,46
5048,5915,39
4565,9656,53
9388,6625,11
2370,85,129
4474,3962,63
1594,2191,104
7895,399,34
8497,9769,50
1341,2221,39
2712,830,63
4449,9172,22
2341,2670,85
689,924,120
3369,4723,87
4786,8382,13
8393,207,146
9747,9681,41
5317,3641,117
7603,2736,130
5558,8280,76
3377,4481,87
6892,995,94
659,1972,136
1333,5304,43
7104,6651,57
9960,543,114
1433,1037,21
3120,1873,145
6135,2265,108
7668,1411,117
694,5973,116
5301,9570,128
9459,485,139
1971,6282,41
3183,4666,130
4495,2443,104
6893,6358,12
7848,6558,79
5768,9372,87
7669,8916,89
9101,5720,15
9844,8258,70
9259,2015,46
8772,5361,129
8324,6614,12
7194,5769,24
2763,1188,57
4420,6291,132
7400,8350,27
3085,6965,149
8269,4378,102
5417,9888,43
8610,4783,59
1034,2297,26
4239,4125,109
3523,666,41
9541,4281,67
5574,8134,19
3372,4629,49
4963,8829,94
8675,1831,50
540,2967,125
6931,169,50
9847,9820,135
473,6348,26
6344,7433,44
1636,1142,135
8898,5677,19
6302,4465,72
6969,4638,31
3197,2646,24
8949,5347,128
8396,8815,140
2397,383,119
9524,8144,32
391,4689,66
3318,6689,141
6265,3531,133
278,3687,142
1705,3236,122
4361,452,21
4962,9024,104
2181,3487,54
1013,7187,131
7456,5892,135
1895,3142,94
2232,3001,63
923,5721,45
2831,4677,52
914,2774,53
7680,3500,143
7521,8273,134
2907,6273,115
8851,4321,62
4447,3504,51
875,5191,137
9408,7956,102
7488,1134,123
7100,6510,41
3328,6862,123
5966,6830,15
3975,7322,141
8581,9016,79
8315,3630,24
2815,3512,141
7142,141,23
8646,962,102
3828,6817,79
3172,4856,126
3646,5405,42
9308,3523,24
2229,1856,22
5527,7132,21
6667,1934,24
6995,3212,79
771,9560,115
3748,1048,68
9415,2032,16
8294,1466,65
1577,1838,133
5563,9056,39
7647,3151,22
7863,8028,14
8757,1839,81
4334,5073,53
8768,2249,89
2266,9753,111
