26,-57,114
34,-7,100
-44,31,44
-17,27,20
-17,-18,68
27,-37,95
-16,38,59
-75,39,86
-2,40,148
9,-54,21
-40,38,53
7,-54,129
-18,-29,29
40,-63,35
5,-78,23
9,12,142
-71,-46,22
-11,-61,63
-5,35,17
15,-65,103
17,-45,23
-39,-55,63
34,-9,144
-57,-27,119
-68,-27,65
15,24,137
37,21,127
-1,-1,60
-74,22,44
-28,-25,14
11,34,20
-55,-32,41
-49,-73,110
-61,23,135
-19,13,78
-49,-33,136
-10,-38,82
-43,-74,66
-71,40,122
-76,3,140
-79,-47,103
-77,-62,51
-50,-30,18
13,9,64
14,28,84
-47,43,144
41,-68,48
-68,19,85
36,-71,149
-45,-15,43
24,-20,61
9,-28,11
-21,4,44
-43,-77,28
-42,-10,45
-47,-54,67
20,-48,84
-33,9,142
24,-33,90
-49,-41,38
-34,-30,95
-18,14,139
-13,2,68
-35,-68,31
30,-69,31
-5,15,71
28,7,95
7,-68,136
-72,-33,126
37,-35,57
-70,-36,66
-73,-30,106
29,-5,34
-8,-27,95
-69,-41,145
32,20,142
-53,-64,63
-54,-20,40
-68,29,125
-18,39,39
38,32,92
36,-25,101
0,23,48
-76,28,26
-52,-73,17
6,-54,69
-51,-52,131
-27,-17,68
-34,6,68
6,11,12
-30,19,117
-73,-23,114
-19,-47,117
-6,7,136
-26,-46,23
35,-70,14
-13,0,58
14,8,86
-18,-32,17
21,26,101
-32,14,77
40,-11,88
-4,32,10
-7,30,49
-38,8,67
-1,-37,29
-63,7,10
38,24,24
34,-31,20
-15,-52,41
-24,22,131
-47,33,132
-69,-35,67
-14,34,97
-29,-26,113
-47,-32,57
-27,-26,146
41,-3,110
30,42,22
-19,-33,129
1,-47,124
-34,-3,88
-1,-71,28
29,-41,47
0,-57,99
-48,28,50
4,-76,33
-2,-55,42
-62,-45,97
-8,21,143
21,1,38
18,40,36
-75,-11,69
41,-58,59
-22,-33,89
-3,-51,64
-76,-54,10
-14,-65,37
42,-17,62
-73,-23,36
-69,11,28
-64,-31,148
-36,-29,86
5,-34,101
-3,-19,97
-4,29,139
-71,-69,29
-14,26,88
31,-15,59
-12,-44,27
-13,-74,126
-37,-9,21
-76,38,95
-9,-71,72
-4,12,12
-24,10,101
24,-56,42
-14,-52,148
-18,26,54
-54,-68,109
-57,-2,112
16,-74,100
22,-59,11
-34,30,89
14,20,23
-3,22,97
-52,-9,91
-18,8,134
6,-31,65
-37,-54,33
37,-45,99
-70,-48,16
-12,-60,70
27,-68,75
-12,-14,133
40,-26,138
-30,-5,27
-72,-7,47
14,-1,112
2,-15,148
22,18,18
-7,-57,56
42,-60,144
-5,-53,79
29,-58,148
-5,-30,36
-3,43,40
-60,-33,28
-68,-70,78
-32,-31,73
5,-43,49
1,-56,64
30,-62,135
43,7,32
-5,27,19
40,-10,90
-77,-15,52
-71,-23,138
-31,-73,72
2,26,133
-77,-45,116
-31,-43,22
30,36,95
34,-2,46
35,-46,65
-65,-10,142
0,15,63
4,22,145
39,21,12
6,-24,104
-53,-10,101
-28,-23,102
41,-5,80
-25,-6,81
-50,14,69
5,6,12
-74,-47,82
7,-19,109
-73,29,118
16,-44,109
18,-69,49
33,34,113
-47,13,131
-36,0,102
26,-71,47
13,-33,49
2,35,84
33,-26,111
16,-11,135
-66,-36,148
-25,-2,102
-6,3,21
-41,-2,148
8,-20,136
-18,4,46
28,17,43
-64,-35,73
-12,-23,65
1,-26,127
-54,-56,142
-52,-45,102
36,-76,63
-75,-32,78
-40,-12,81
-19,-25,80
27,29,58
40,-49,52
-50,25,103
-44,-3,78
1,34,100
14,8,146
-49,-75,63
27,-73,39
-42,-73,68
-76,23,126
12,-61,25
-37,5,62
-72,-9,126
32,42,12
-74,-67,90
-70,28,53
-12,-28,85
-14,-23,115
-55,0,72
2,30,66
5,8,51
-16,6,145
-28,-24,97
-34,31,68
-59,-25,122
-73,-23,85
-41,-29,66
8,-66,94
-12,-44,31
-44,-31,137
42,39,56
-70,0,36
-41,39,48
23,30,10
-58,-63,36
-36,-8,36
-1,-45,37
-56,30,116
0,-67,14
-26,-40,117
9,-13,19
-28,-17,96
-21,-53,53
-72,-75,78
-58,-22,39
-42,-20,136
-71,-68,91
-39,-13,94
-47,-54,145
-24,-24,22
37,-22,136
-40,9,62
4,7,122
30,29,106
-76,19,133
10,15,147
-29,-39,124
-60,33,39
38,42,16
-18,-50,139
12,-51,19
-54,-47,145
-57,-21,54
13,-26,83
-2,33,15
-56,-50,111
-15,19,75
-76,41,56
30,-45,127
-25,-41,17
-50,-31,147
-32,0,85
-39,-21,115
-22,-23,41
-46,-73,48
19,-51,53
23,-11,144
-11,9,46
33,-37,80
-75,0,54
-19,-41,82
25,41,70
12,33,116
-58,42,71
-73,-23,135
-38,6,27
-7,-48,38
22,-42,87
-70,-33,114
-14,-16,72
-32,41,124
-32,-11,86
-23,-2,69
-23,-52,48
-75,-57,129
27,39,27
-3,-63,28
39,-24,96
-72,3,97
3,-48,116
35,14,20
25,-29,68
4,-23,91
-62,31,28
-50,-19,117
-4,-67,103
24,1,57
-15,23,24
37,5,88
-18,18,88
-8,23,132
-9,11,66
-22,42,22
25,26,127
-56,-53,134
-53,26,135
38,1,55
40,-17,136
-72,-46,90
-36,-68,149
-7,-71,31
43,4,149
-76,-33,47
21,-28,127
-63,40,30
39,8,135
22,-14,54
-29,41,74
-24,-5,118
-65,-76,49
25,-16,108
-30,-16,80
-8,-28,20
-68,41,85
20,28,68
-52,-44,100
-45,-30,96
9,22,35
-60,-71,39
42,-28,36
-34,28,115
21,-57,82
-4,-41,71
0,21,142
26,-54,114
0,-4,123
-16,-8,84
-39,2,116
18,-73,47
16,-25,43
-76,-24,66
20,-23,35
43,-55,147
-39,17,100
6,-76,92
-10,0,32
-58,-33,16
-9,-2,100
27,-37,99
15,24,130
36,-73,31
28,-39,107
3,-70,22
-59,-25,66
-46,-7,123
0,31,93
26,-72,103
-70,-18,83
-41,-68,113
-46,-52,27
-15,12,128
-17,43,135
-47,-28,121
-6,-50,142
-15,3,29
6,17,38
34,27,142
-16,-19,94
-74,27,12
-59,-49,120
-10,-48,25
12,-47,137
-2,-30,110
41,4,22
27,-20,147
15,-67,106
-52,-14,10
11,-57,60
-51,8,93
-56,-17,133
34,4,39
-30,-23,23
18,-70,52
29,-75,45
36,-18,73
33,-9,48
-62,8,116
28,-29,104
-24,-62,118
-7,-78,93
-29,-56,72
-59,1,104
10,42,87
-54,-36,44
-66,32,144
-64,-76,12
-8,-44,140
-44,-63,71
-31,33,54
-6,-49,33
-17,-23,132
8,-58,76
-70,-13,65
6,-9,24
-56,-56,50
2,-16,128
-34,-3,142
-65,18,107
-3,-24,112
-42,23,13
-10,-52,84
-5,-27,35
-49,23,109
-1,5,75
21,-59,70
27,-10,69
-22,-37,22
-37,-50,44
37,-64,40
-70,12,132
21,-36,116
-27,-71,93
-69,-77,69
11,22,58
12,-16,41
-17,-61,147
24,-21,131
-33,-10,38
-70,20,141
38,37,119
16,38,128
-26,-37,37
-61,25,94
-56,32,80
-71,34,135
4,-29,17
-55,-61,70
12,-59,147
-40,-60,137
-52,-68,48
20,-67,93
7,-61,36
-34,-69,35
-71,39,62
4,-72,36
25,26,107
41,-28,100
-32,43,72
-75,-29,84
-14,22,57
-56,-51,114
-17,-1,70
4,36,146
-65,-13,125
43,28,138
25,-23,68
-59,2,56
1,-29,48
-59,-62,72
10,-38,36
25,-1,49
-2,22,39
-7,-49,128
-78,-14,133
36,19,132
-11,20,62
2,-10,116
-6,29,27
